look_type.ordinal,look_type.onset,look_type.offset,look_type.code01,
0,261294,264890,"c",
1,264891,270401,"r",
2,270402,275120,"l",
3,275121,276605,"c",
4,276606,278948,"r",
5,278949,280136,"l",
6,280137,281126,"a",
7,281127,283370,"r",
8,283371,284162,"a",
9,284163,284426,"c",
10,284427,285680,"r",
11,285681,286868,"l",
12,286869,288353,"r",
13,288354,290960,"l",
14,290961,299738,"r",
15,299739,305183,"l",
16,305184,306173,"r",
17,306174,306404,"l",
18,306405,308483,"r",
19,308484,310859,"c",
20,310860,312971,"r",
21,312972,313268,"l",
22,313269,314060,"c",
23,314061,315182,"r",
24,315183,317756,"l",
25,317757,319142,"r",
26,319143,321551,"l",
27,321552,324158,"r",
28,324159,325148,"l",
29,325149,325676,"a",
30,325677,335444,"r",
31,335445,341549,"l",
32,341550,343133,"r",
33,343134,344024,"l",
34,344025,347324,"r",
35,347325,349139,"l",
36,349140,350261,"r",
37,350262,353099,"l",
38,353100,355112,"r",
39,355113,357290,"l",
40,357291,359765,"c",
41,359766,365078,"r",
42,365079,370523,"l",
43,370524,371282,"r",
44,371283,371414,"a",
45,371415,371612,"r",
46,371613,373196,"l",
47,373197,373922,"r",
48,373923,375440,"l",
49,375441,376034,"r",
50,376035,376727,"a",
51,376728,377552,"l",
52,377553,378806,"r",
53,378807,379400,"r",
54,379401,383327,"l",
55,383328,384284,"r",
56,384285,384911,"l",
57,384912,386264,"r",
58,386265,0,"a",
